id,city,year,month,day,cloudiness,wind,temperature_min,temperature_max,temperature,humidity,pressure,dew,frost,fog,mist,haze,wind10,snow,snow_cover,rain
350190566,KRAK‡W-BALICE,2023,11,1,4.5,3.3,6.6,14.6,9.9,83,982.2,4,0,0,0,0,0,0,0,0
350190566,KRAK‡W-BALICE,2023,11,2,4.4,3.5,2.8,17.9,9.6,76.9,973.8,14.3,0,0,0,0,0,0,0,1
350190566,KRAK‡W-BALICE,2023,11,3,7.3,5.1,9.8,14.2,12.3,75.4,961.6,0,0,0,0,0,0.3,0,0,0.3
350190566,KRAK‡W-BALICE,2023,11,4,3.6,2.6,5.4,14.5,7.7,73.3,967.9,0,0,0,1.7,0,0,0,0,0
350190566,KRAK‡W-BALICE,2023,11,5,5.8,1.8,1,9.2,6,93.8,961.9,0,0,1.7,2.4,0,0,0,0,6.4
350190566,KRAK‡W-BALICE,2023,11,6,3.6,6.9,5.9,13.6,10.3,70.4,976.8,0,0,0,0.7,0,6.4,0,0,0.4
350190566,KRAK‡W-BALICE,2023,11,7,2.9,2.6,0.9,14.1,6.5,81.4,986.1,0,2,0,6.3,0,0,0,0,0.8
350190566,KRAK‡W-BALICE,2023,11,8,6.8,3,4.7,10.4,6.8,88.9,987.1,0,0,0,6.8,0,0,0,0,1.1
350190566,KRAK‡W-BALICE,2023,11,9,5.6,1.8,-0.3,13.7,6.1,75.9,985.6,0,0,0,3.5,0,0,0,0,0
350190566,KRAK‡W-BALICE,2023,11,10,7.5,1.8,3.3,11.6,7.5,83.8,978.3,0,0,0,4.9,0,0,0,0,10.8
350190566,KRAK‡W-BALICE,2023,11,11,7.9,2.3,6.5,8.8,7.2,93.3,973.9,0,0,0,19.2,0,0,0,0,11.9
350190566,KRAK‡W-BALICE,2023,11,12,6.8,3.6,4.9,7.3,5.5,89.6,979.4,0,0,0,8.2,0,0,0,0,0.4
350190566,KRAK‡W-BALICE,2023,11,13,6.8,1.9,1.9,7.5,4.3,82.1,983,0,0,0,2.6,0,0,0,0,4.1
350190566,KRAK‡W-BALICE,2023,11,14,6.9,6.3,1.2,12.2,9.7,77.1,976.4,0,0,0,1.5,0,3.1,0,0,4.4
350190566,KRAK‡W-BALICE,2023,11,15,7.4,6.5,7.6,11.5,8.6,83.5,978.9,0,0,0,0,0,0,0,0,2.4
350190566,KRAK‡W-BALICE,2023,11,16,7.5,1.9,4.2,9.5,6.4,90.8,986.4,0,0,0,5.9,0,0,0,0,5.4
350190566,KRAK‡W-BALICE,2023,11,17,8,4.5,2.6,6.9,4.9,91.5,982.4,0,0,0,7.8,0,0,0,0,2.5
350190566,KRAK‡W-BALICE,2023,11,18,8,3.8,1.1,4.1,2.1,87.9,991.9,0,0,0,0,0,0,0,0,0.8
350190566,KRAK‡W-BALICE,2023,11,19,7.9,2,0,3.5,2,90.8,986.2,0,0,0,10.8,0,0,0,0,3.8
350190566,KRAK‡W-BALICE,2023,11,20,7.9,3.5,2.5,8.7,7.6,93.9,980,0,0,0,2.7,0,0,0,0,9.3
350190566,KRAK‡W-BALICE,2023,11,21,7.9,4.1,6,8.7,6.7,92.6,982.4,0,0,0,4.2,0,0,0.8,0,1
350190566,KRAK‡W-BALICE,2023,11,22,8,2.6,-1.6,6.8,-1,90.5,995.7,0,0,0,4.8,0,0,4.7,2,0
350190566,KRAK‡W-BALICE,2023,11,23,7.3,8.3,-1.6,6.8,3.1,78.6,986,0,0,0,0,0,12.6,0,1,1.5
350190566,KRAK‡W-BALICE,2023,11,24,5.9,8.4,0.4,7.7,4.2,79,968.7,0,0,0,0,0,7.4,2,0,1.4
350190566,KRAK‡W-BALICE,2023,11,25,6,4.3,-1.1,1.4,0.3,89.3,971.2,0,0,0,0,0,0,9.5,0,0.6
350190566,KRAK‡W-BALICE,2023,11,26,6.6,5.4,-2,0.1,-1.1,82,979.2,0,0,0,0,0,0,8,2,0.3
350190566,KRAK‡W-BALICE,2023,11,27,6.4,2.8,-2.9,0.3,-1.8,81,978.8,0,0,0,4.8,0,0,5.8,3,1.6
350190566,KRAK‡W-BALICE,2023,11,28,8,4,-2.6,-0.8,-1.8,93.5,967.8,0,0,0,17.4,0,0,23.3,3,0.7
350190566,KRAK‡W-BALICE,2023,11,29,4.4,3.1,-8.1,-1.7,-5.1,86.4,978.4,0,0,0,12.9,0,0,0.3,5,0
350190566,KRAK‡W-BALICE,2023,11,30,4.9,1.3,-9.9,3.1,-2.9,83.1,976.7,0,0,0,9.3,0,0,0,4,0
350190566,KRAK‡W-BALICE,2022,11,1,5.6,3,5.5,16.5,9.9,89.5,990.4,6,0,4.6,4.6,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,2,5,3.4,8.5,16.6,11.9,81.8,993.3,14,0,0,2,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,3,3.1,2.1,2.2,14.3,8.5,80.4,992.2,3.3,0,0.3,6.6,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,4,6.6,2.6,6.7,15.3,10.5,78.9,979.9,0,0,0,6.3,0,0,0,0,4.4
350190566,KRAK‡W-BALICE,2022,11,5,7.9,3.3,8.3,12.1,9,92,985,0,0,0,9.8,0,0,0,0,10.8
350190566,KRAK‡W-BALICE,2022,11,6,6.5,2.5,6.2,9.7,8,88.9,991.4,5,0,0,7.1,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,7,4.9,2.5,6.7,12.2,8.2,85.4,989.3,10,0,0,11,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,8,2.1,1.1,0.8,16.2,6.9,82.4,990.3,5.4,0,0,10.4,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,9,3.4,0.1,-0.5,15.6,6.1,84.6,988.9,3.4,0,4.9,10,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,10,6.1,2,2,10.7,6.7,93.3,995.5,0,0,5.2,18.8,0,0,0,0,0.2
350190566,KRAK‡W-BALICE,2022,11,11,6.5,2.5,1.8,12.7,7.5,85.1,1003,7,0,1.2,7.7,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,12,4.6,1.9,1.9,13.3,6.8,84.9,1003.8,10.8,0,0,12.2,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,13,8,2.1,4,7,5.9,92.3,1002.3,15.4,0,1,23,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,14,8,3,4.4,5.8,4.9,97.3,996.6,0,0,14.8,9.3,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,15,6.9,1.1,2.8,8.9,5.8,94.8,987.1,0,0,10.7,10.5,0,0,0,0,2
350190566,KRAK‡W-BALICE,2022,11,16,8,2.6,4.6,7.9,6,94.8,977.6,0,0,4.3,16.6,0,0,0,0,12.7
350190566,KRAK‡W-BALICE,2022,11,17,8,5.9,0.6,4.6,1.4,91.4,976.5,0,0,0,0,0,0,2.6,0,0.7
350190566,KRAK‡W-BALICE,2022,11,18,8,4,-1.5,0.7,-0.8,87,975.8,0,0,0,6.4,0,0,9.1,2,0.3
350190566,KRAK‡W-BALICE,2022,11,19,6.3,2,-3.4,-0.8,-2.4,79.4,983.9,0,0,0,5.2,0,0,1.8,1,0
350190566,KRAK‡W-BALICE,2022,11,20,4.1,1.1,-8.4,-0.9,-4.4,91.5,983.3,0,0,0,24,0,0,2.3,0,0
350190566,KRAK‡W-BALICE,2022,11,21,6.5,1.6,-4.5,3,0,92.4,978.4,0,0,1.7,22.3,0,0,0,1,0.3
350190566,KRAK‡W-BALICE,2022,11,22,6,3.4,-2.9,4.9,0.9,92.5,977.2,0,0,7.5,5.3,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,23,7.5,4.1,-1.1,2.8,0,95.4,977.8,0,0,0,24,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,24,8,2.5,0.3,1.2,0.5,93.9,982.3,0,0,0,18.3,0,0,9.9,0,5.3
350190566,KRAK‡W-BALICE,2022,11,25,7.9,1.5,0.3,5.5,3,95,990,0,0,1.4,22.6,0,0,0,0,1.5
350190566,KRAK‡W-BALICE,2022,11,26,7.3,1.8,-0.7,5.8,3.8,94.3,996.8,0,0,5,12.7,0,0,0,0,0.3
350190566,KRAK‡W-BALICE,2022,11,27,8,1.4,1.8,5.3,2.7,89,1000.2,0,0,0,6.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,28,4.1,3.3,0,5.1,1.6,88.1,993.9,0,1,0,8.3,0,0,0,0,0
350190566,KRAK‡W-BALICE,2022,11,29,6.9,3.1,-4.2,0.3,-2,97.1,994.6,0,4.2,9.2,14.8,0,0,0.3,0,0
350190566,KRAK‡W-BALICE,2022,11,30,8,4.3,-1.8,-0.4,-1.1,94,998.1,0,0,0,15.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,1,1.1,2,-1.6,17.3,6.8,76.3,979.7,2,5,0,6.7,0,0,0,0,0.9
350190566,KRAK‡W-BALICE,2021,11,2,8,2.3,5,8.5,7.7,93.1,974.9,0,0,0,19.8,0,0,0,0,14.8
350190566,KRAK‡W-BALICE,2021,11,3,3.8,2.5,3,14.6,8.7,79.9,979.1,3.7,0,1,5.6,0,0,0,0,0.7
350190566,KRAK‡W-BALICE,2021,11,4,5.9,4.8,7.2,19.1,9.8,81.5,976.5,0,0,0,0,0,0.2,0,0,0
350190566,KRAK‡W-BALICE,2021,11,5,2.9,4.6,2.4,11,6.5,75.5,990.1,0,0,0,0,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,6,3.4,3.8,2.9,11.7,6.3,79.3,998.6,6,0,0,4.6,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,7,4.9,2.8,-2.1,12.2,5.3,78.4,988.9,0.8,0,0,8.7,0,0,0,0,0.2
350190566,KRAK‡W-BALICE,2021,11,8,7.4,4,3.7,9.4,7,82.5,990.5,0,0,0,2.2,0,0,0,0,0.6
350190566,KRAK‡W-BALICE,2021,11,9,6.3,2.9,5,9.1,6.5,93.1,1000.9,1.7,0,2.3,12.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,10,5.1,1.4,-0.5,11.3,3.9,90.5,1000.7,0,0,7.7,7.9,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,11,2.4,0.9,-1.8,11.9,3.7,87.8,996.2,0,0,4.2,14.6,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,12,6.9,2.4,0,6.4,4.1,93.1,994.5,5,0,2.2,17.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,13,8,2.3,3.1,5.1,3.9,95.3,989.9,10.4,0,1.8,22.3,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,14,8,1.6,2.2,6.2,4.7,91,994.4,8,0,0,24,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,15,8,4.4,4,6.4,5.2,91.8,1000,0,0,0,23.7,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,16,8,1.8,3.2,6.3,4.6,93.4,998,0,0,6.9,13.9,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,17,7.6,1.8,0.9,6.9,3.8,94.6,993.1,0,0,9.8,1.5,0,0,0,0,0.1
350190566,KRAK‡W-BALICE,2021,11,18,7.6,5.3,4.8,8,6,87.5,995.7,0,0,0,3.3,0,0,0,0,0.1
350190566,KRAK‡W-BALICE,2021,11,19,7.9,8.5,5.8,9,7.7,91.6,992.7,0,0,0,13.9,0,2.6,0,0,0.6
350190566,KRAK‡W-BALICE,2021,11,20,7.8,6.4,8.2,11.4,9.2,90.4,991.4,0,0,0,2.2,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,21,6.1,2.9,4.6,10.6,8,82.9,982.6,0,0,0,0,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,22,8,2.1,4,7.7,5.4,90.4,988.6,0,0,0,8.4,0,0,0,0,2
350190566,KRAK‡W-BALICE,2021,11,23,6.5,4.8,0.4,5.2,3,78.8,996.5,0,0,0,1.2,0,0,0,0,0.2
350190566,KRAK‡W-BALICE,2021,11,24,6.6,2,2.7,5.7,3.4,86.3,995.4,0,2,0,11.5,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,25,0.4,1.6,-3.6,6.8,0.3,84.8,983.7,0,12,0,14.2,0,0,0,0,0
350190566,KRAK‡W-BALICE,2021,11,26,8,1.6,-2,3.5,2.3,96.4,971.4,0,3,0,22.9,0,0,0,0,18.5
350190566,KRAK‡W-BALICE,2021,11,27,7.4,2.8,0.9,5.2,2.6,87.1,967.7,0,0,0,4.6,0,0,2.8,0,0.5
350190566,KRAK‡W-BALICE,2021,11,28,8,2.6,0.7,4.1,2.8,96.3,967.6,0,0,2.8,21.2,0,0,0,0,1.6
350190566,KRAK‡W-BALICE,2021,11,29,7.9,6.4,0.4,3.8,1,91.4,969.4,0,0,0,8.1,0,0,10.6,0,0
350190566,KRAK‡W-BALICE,2021,11,30,7.9,7.9,0.5,3.3,1.6,87.3,972.8,0,0,0,0,0,9.2,11.7,0,3.2
350190566,KRAK‡W-BALICE,2020,11,1,7.4,1.9,2.5,9.5,6.4,94.1,992.3,0,0,7.8,6.8,0,0,0,0,0.6
350190566,KRAK‡W-BALICE,2020,11,2,6.4,1.3,4.2,12.2,9.6,98.4,988.8,0,0,5.1,14.9,0,0,0,0,1.6
350190566,KRAK‡W-BALICE,2020,11,3,7.6,1.9,10.2,16.3,13.5,95.1,992.4,8,0,5.6,3.7,0,0,0,0,0.3
350190566,KRAK‡W-BALICE,2020,11,4,8,2.6,9.3,14.2,10.7,94.3,998.2,4,0,0,16.3,0,0,0,0,15.5
350190566,KRAK‡W-BALICE,2020,11,5,4,2.1,3,9.3,5.9,86.1,1006.3,7,0,0,6.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,6,5.3,3.4,-0.2,10.5,5.6,86.4,1004.7,17,0,0,13.7,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,7,4.8,1.9,5.3,10.4,7.2,91.6,1002.5,1.1,0,2.7,17.9,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,8,3.5,1.1,2,13.2,6.1,91,997.9,6.8,0,8.6,8.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,9,7,3.3,0.3,5.7,3.5,99.8,1000.1,0,0,11,13,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,10,8,3.8,2.8,5.2,4.4,98.6,1001.7,0,0,0,24,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,11,8,2,3.6,5.1,4.3,93.9,1000.9,0,0,0,12.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,12,8,1.8,4,6.2,4.9,86.9,996.9,0,0,0,7.4,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,13,7.6,1.5,4.6,10.1,7,82.4,994.9,10,0,0,2.2,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,14,5.3,1.8,0.9,10.5,5.8,89.8,994.2,1.8,0,0,14,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,15,4.4,1,1.4,12.5,5.6,90.9,992.3,7,0,4,13.5,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,16,6.4,3.4,0.3,10.7,6,87.8,989,13,0,0,2.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,17,5.9,2,4.5,11.9,8.4,82.3,997.4,8.7,0,0,7.6,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,18,6,1.6,3.6,13.3,7.8,83.9,1000.1,13.8,0,0,9.3,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,19,5,3.3,-0.7,14.3,5.9,83.9,992.1,0,0,0,9.7,0,0,0,0,0.9
350190566,KRAK‡W-BALICE,2020,11,20,5.1,3.8,1,7,3.4,76.9,998.3,2,3,0,3.9,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,21,3.9,2.3,-2.7,4.3,0.1,84.1,1005.4,0,10,0,15.1,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,22,4.6,3.1,-3.8,8.7,2.2,62,998.1,0,8,0,2.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,23,7.5,4,2.9,5.9,4.4,72.4,996.8,0,0,0,0,0,0,0,0,0.1
350190566,KRAK‡W-BALICE,2020,11,24,3.6,2.5,0,8.3,3.9,79.1,999.5,0,5,0,6.7,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,25,0.5,1.6,-5.1,5.9,-0.7,87.3,995.1,0,14,0,15.5,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,26,1.6,3,-6.6,3.6,-1.6,89.1,994.2,0,13,0,19.1,0,0,0,0,0
350190566,KRAK‡W-BALICE,2020,11,27,7.6,3,-1.7,1.8,0.8,93.9,993,0,7,0,24,0,0,0,0,1.6
350190566,KRAK‡W-BALICE,2020,11,28,7.5,3.4,1.2,3.4,1.9,90.5,992,0,0,0,10.3,0,0,0.9,0,1
350190566,KRAK‡W-BALICE,2020,11,29,7.8,1.8,-0.5,1.8,0.2,93.5,992,0,0,0,15.3,0,0,16.5,3,1.7
350190566,KRAK‡W-BALICE,2020,11,30,8,1.4,-1.9,0.8,-0.6,94.8,996.3,0,0,0.4,23.7,0,0,3.4,1,0
350190566,KRAK‡W-BALICE,2019,11,1,7.5,2.3,-3.2,5.1,0,97,992,0,0,16.6,7.4,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,2,7.1,1.5,-1.5,11.1,5.1,88.4,976.3,0,0,0,13.3,0,0,0,0,0.1
350190566,KRAK‡W-BALICE,2019,11,3,4.6,3,2.6,19.1,11.4,79,968.9,3,0,0,6.5,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,4,6.6,3.3,8.5,17.6,11.2,91.3,966.1,2.8,0,0,5.9,0,0,0,0,4.4
350190566,KRAK‡W-BALICE,2019,11,5,6.1,0.9,4.2,10.7,8.2,96,970.9,0,0,1.2,11,0,0,0,0,9.4
350190566,KRAK‡W-BALICE,2019,11,6,5,2.3,5.2,12.2,7.8,87.6,974.6,4,0,0,14.6,0,0,0,0,0.1
350190566,KRAK‡W-BALICE,2019,11,7,5.8,1.4,1.7,12.6,5.8,87.3,979.4,10.8,0,0,13,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,8,7,2.9,0.8,7.4,4.3,99.8,981.8,0.8,0,12.3,11.8,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,9,7.8,2.3,4.9,9.6,7,97.8,980.5,0,0,6.6,11.3,0,0,0,0,2
350190566,KRAK‡W-BALICE,2019,11,10,8,1.6,5.2,8.8,6.1,96.8,983.8,0,0,0,21.9,0,0,0,0,19.8
350190566,KRAK‡W-BALICE,2019,11,11,4.6,2.5,3.8,8.9,4.9,89.9,987.1,0,0,0,9.4,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,12,6.5,3.1,1.8,9.5,6.7,89.9,981.1,0,0,0,0,0,0,0,0,1.9
350190566,KRAK‡W-BALICE,2019,11,13,7.3,3,7.5,16.2,9.9,91.1,974.1,0,0,0,13.8,0,0.2,0,0,2.1
350190566,KRAK‡W-BALICE,2019,11,14,7,3.5,1,7.5,5.2,92.1,983.6,0,0,0.2,6.3,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,15,8,3.9,6.3,10.7,8.3,99.8,983.8,0,0,10.6,13.4,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,16,5.6,3.3,5.6,17.4,10.3,84.5,984.9,0,0,3.9,4.1,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,17,5.8,2.8,5.1,14.3,9.8,87.3,987,2,0,0,8.3,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,18,5.3,2.9,5.9,12.5,9.3,84.3,983.8,8,0,0,0,0,0,0,0,0
350190566,KRAK‡W-BALICE,2019,11,19,4,2.6,0.7,11.3,5.7,87.6,992,15,0,0,4.8,0,0,0,0,0
